gs_row,outcome,study_id,title,main_aim_of_study,intervention,intervention_type,intervention_grouping,arm,ad_class,ad_dose_numerical_fixed_amount_range_or_mean_dose,ad_dose_categorised,dose_schedule,length_of_study_start_to_post_intervention,pain_condition,general_pain_grouping,iasp_pain_grouping,minimum_pain_inclusion,design,imputation_method,scale,timepoint,follow_up_timepoint,mean,sd,se,median,ci_lower,ci_upper,iqr_lower,iqr_higher,n,r,r_percent,change_score,adverse_events_definition,stats_notes,study_notes,date_checked,remove_row_for_mood_analysis,intervention_category,direction_of_improvement,outcome_nma,outcome_label,model_type,model_text,outcome_all,time_no_change
2438,mood,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,amitriptyline,antidepressant,antidepressant,amitriptyline ≤150mg,tca,≤150mg,unable to be categorised,flexible,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,ces-d,baseline,NA,7.2,6.2,1.3218444414047847,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_depression,baseline
2439,mood,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,diphenhydramine,antihistamine,non-antidepressant pharmacological,diphenhydramine ≤75mg,n/a,n/a,n/a,n/a,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,ces-d,baseline,NA,7.2,6.2,1.3218444414047847,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,lower,mood,mood,smd,standardised mean diference,mood_depression,baseline
2440,pain_mod,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,gabapentin,anticonvulsant,non-antidepressant pharmacological,gabapentin ≤3600mg,n/a,n/a,n/a,n/a,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,7,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,higher,pain_mod,moderate pain (30% reduction),lor,log odds ratio,pain_mod,post_int
2441,pain_mod,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,amitriptyline,antidepressant,antidepressant,amitriptyline ≤150mg,tca,≤150mg,unable to be categorised,flexible,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,12,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,pain_mod,moderate pain (30% reduction),lor,log odds ratio,pain_mod,post_int
2442,pain_mod,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,diphenhydramine,antihistamine,non-antidepressant pharmacological,diphenhydramine ≤75mg,n/a,n/a,n/a,n/a,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,7,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,higher,pain_mod,moderate pain (30% reduction),lor,log odds ratio,pain_mod,post_int
2443,adverse_dropout,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,gabapentin,anticonvulsant,non-antidepressant pharmacological,gabapentin ≤3600mg,n/a,n/a,n/a,n/a,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,2,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
2444,adverse_dropout,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,amitriptyline,antidepressant,antidepressant,amitriptyline ≤150mg,tca,≤150mg,unable to be categorised,flexible,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,2,NA,FALSE,NA,NA,NA,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
2445,adverse_dropout,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,diphenhydramine,antihistamine,non-antidepressant pharmacological,diphenhydramine ≤75mg,n/a,n/a,n/a,n/a,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
2446,withdrawal,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,gabapentin,anticonvulsant,non-antidepressant pharmacological,gabapentin ≤3600mg,n/a,n/a,n/a,n/a,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,12,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
2447,withdrawal,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,amitriptyline,antidepressant,antidepressant,amitriptyline ≤150mg,tca,≤150mg,unable to be categorised,flexible,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,10,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
2448,withdrawal,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,diphenhydramine,antihistamine,non-antidepressant pharmacological,diphenhydramine ≤75mg,n/a,n/a,n/a,n/a,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,13,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
2449,pain_int,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,benzotropine mesylate,active placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,sf-mpq total score,baseline,NA,12,11.1,2.546514645963235,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
2450,pain_int,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,amitriptyline,antidepressant,antidepressant,amitriptyline ≤125mg,tca,10-125mg,unable to be categorised,flexible,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,sf-mpq total score,baseline,NA,13,10.5,2.347871376374779,NA,NA,NA,NA,NA,20,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
2451,pain_int,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,benzotropine mesylate,active placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,sf-mpq total score,post_int,NA,12.5,8.6,1.972975311286831,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
2452,pain_int,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,amitriptyline,antidepressant,antidepressant,amitriptyline ≤125mg,tca,10-125mg,unable to be categorised,flexible,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,sf-mpq total score,post_int,NA,11.6,10,2.3570226039551585,NA,NA,NA,NA,NA,18,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
2453,mood,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,benzotropine mesylate,active placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,ces-d,baseline,NA,16.4,12.4,2.844755099994966,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,mood,mood,smd,standardised mean diference,mood_depression,baseline
2454,mood,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,amitriptyline,antidepressant,antidepressant,amitriptyline ≤125mg,tca,10-125mg,unable to be categorised,flexible,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,ces-d,baseline,NA,16.2,11.9,2.6609208932247497,NA,NA,NA,NA,NA,20,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_depression,baseline
2455,mood,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,benzotropine mesylate,active placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,ces-d,post_int,NA,16.1,13.1,3.087699611181258,NA,NA,NA,NA,NA,18,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,mood,mood,smd,standardised mean diference,mood_depression,post_int
2456,mood,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,amitriptyline,antidepressant,antidepressant,amitriptyline ≤125mg,tca,10-125mg,unable to be categorised,flexible,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,ces-d,post_int,NA,12.9,8.5,1.9500337378997747,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_depression,post_int
2457,physical,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,benzotropine mesylate,active placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,functional independence measure,baseline,NA,78.3,4.2,0.9635460822563594,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,higher,physical,physical functioning,smd,standardised mean diference,physical,baseline
2458,physical,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,amitriptyline,antidepressant,antidepressant,amitriptyline ≤125mg,tca,10-125mg,unable to be categorised,flexible,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,functional independence measure,baseline,NA,78.4,3.8,0.84970583144992,NA,NA,NA,NA,NA,20,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,physical,physical functioning,smd,standardised mean diference,physical,baseline
2459,physical,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,benzotropine mesylate,active placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,functional independence measure,post_int,NA,79.1,3.3,0.7778174593052023,NA,NA,NA,NA,NA,18,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,higher,physical,physical functioning,smd,standardised mean diference,physical,post_int
2460,physical,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,amitriptyline,antidepressant,antidepressant,amitriptyline ≤125mg,tca,10-125mg,unable to be categorised,flexible,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,functional independence measure,post_int,NA,74.5,18.8,4.313015796766561,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,physical,physical functioning,smd,standardised mean diference,physical,post_int
2461,adverse_dropout,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,benzotropine mesylate,active placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA,FALSE,NA,NA,NA,NA,NA,placebo,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
2462,adverse_dropout,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,amitriptyline,antidepressant,antidepressant,amitriptyline ≤125mg,tca,10-125mg,unable to be categorised,flexible,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,NA,FALSE,NA,NA,NA,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
2463,withdrawal,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,benzotropine mesylate,active placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
2464,withdrawal,robinson 2004,trial of amitriptyline for relief of pain in amputees: results of a randomized controlled study,pain,amitriptyline,antidepressant,antidepressant,amitriptyline ≤125mg,tca,10-125mg,unable to be categorised,flexible,6 weeks,phantom/residual limb pain,phantom/residual limb pain,postsurgical,≥2 on 0-10nrs,parallel,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
2465,pain_sub,rowbotham 2004,"venlafaxine extended release in the treatment of painful diabetic neuropathy: a double-blind, placebo-controlled study",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,27,0.34,FALSE,NA,NA,NA,NA,NA,placebo,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
2467,pain_sub,rowbotham 2004,"venlafaxine extended release in the treatment of painful diabetic neuropathy: a double-blind, placebo-controlled study",pain,venlafaxine,antidepressant,antidepressant,venlafaxine 150-225mg,snri,150-225mg,high,flexible,6 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,46,0.56,FALSE,NA,NA,NA,NA,NA,ad,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
2468,adverse,rowbotham 2004,"venlafaxine extended release in the treatment of painful diabetic neuropathy: a double-blind, placebo-controlled study",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,61,0.75,FALSE,NA,NA,NA,NA,NA,placebo,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
2469,adverse,rowbotham 2004,"venlafaxine extended release in the treatment of painful diabetic neuropathy: a double-blind, placebo-controlled study",pain,venlafaxine,antidepressant,antidepressant,venlafaxine 75mg,snri,75mg,low,fixed,6 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,72,0.88,FALSE,NA,NA,NA,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
2470,adverse,rowbotham 2004,"venlafaxine extended release in the treatment of painful diabetic neuropathy: a double-blind, placebo-controlled study",pain,venlafaxine,antidepressant,antidepressant,venlafaxine 150-225mg,snri,150-225mg,high,flexible,6 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,73,0.89,FALSE,NA,NA,NA,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
2471,serious_adverse,rowbotham 2004,"venlafaxine extended release in the treatment of painful diabetic neuropathy: a double-blind, placebo-controlled study",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,8,0.1,FALSE,NA,NA,NA,NA,NA,placebo,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
2472,serious_adverse,rowbotham 2004,"venlafaxine extended release in the treatment of painful diabetic neuropathy: a double-blind, placebo-controlled study",pain,venlafaxine,antidepressant,antidepressant,venlafaxine 75mg,snri,75mg,low,fixed,6 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,7,0.09,FALSE,NA,NA,NA,NA,NA,ad,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
2473,serious_adverse,rowbotham 2004,"venlafaxine extended release in the treatment of painful diabetic neuropathy: a double-blind, placebo-controlled study",pain,venlafaxine,antidepressant,antidepressant,venlafaxine 150-225mg,snri,150-225mg,high,flexible,6 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,10,0.12,FALSE,NA,NA,NA,NA,NA,ad,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
2474,adverse_dropout,rowbotham 2004,"venlafaxine extended release in the treatment of painful diabetic neuropathy: a double-blind, placebo-controlled study",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,3,NA,FALSE,NA,NA,NA,NA,NA,placebo,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
