Outcome,Study ID,Title,Main aim of study,Intervention,Intervention type,Intervention grouping,Arm,AD class,"AD dose numerical (fixed amount, range or mean dose)",AD dose categorised,Dose schedule,Length of study (start to post-intervention),Pain condition,General pain grouping,IASP pain grouping,Minimum pain inclusion?,Design,Imputation method,Scale,Timepoint,Follow up timepoint,mean,sd,se,median,ci lower,ci upper,iqr lower,iqr higher,n,r,r%,Change score,Adverse events definition,Stats notes,Study notes,Date checked,Remove row for mood analysis,Funded by pharma?,Sequence generation,Allocation concealment,Blinding of participants and personnel,Blinding of outcome assessors,Incomplete outcome data,Selective outcome reporting,Other sources of bias
pain_int,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Baseline,NA,5.9,1.7,NA,NA,NA,NA,NA,NA,116,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pain_int,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Baseline,NA,6,1.6,NA,NA,NA,NA,NA,NA,112,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pain_int,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Post_int,NA,-1.87,NA,0.22,NA,NA,NA,NA,NA,113,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pain_int,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 20mg,SNRI,20mg,Low,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Post_int,NA,-1.79,NA,0.3,NA,NA,NA,NA,NA,56,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pain_int,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Post_int,NA,-2.5,NA,0.22,NA,NA,NA,NA,NA,108,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pain_int,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Post_int,NA,-2.45,NA,0.22,NA,NA,NA,NA,NA,108,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
sleep,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,BPI sleep,Post_int,NA,-1.63,NA,0.23,NA,NA,NA,NA,NA,113,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
sleep,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 20mg,SNRI,20mg,Low,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,BPI sleep,Post_int,NA,-1.59,NA,0.32,NA,NA,NA,NA,NA,56,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
sleep,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,BPI sleep,Post_int,NA,-2.48,NA,0.24,NA,NA,NA,NA,NA,107,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
sleep,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,BPI sleep,Post_int,NA,-2.12,NA,0.24,NA,NA,NA,NA,NA,108,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
physical,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,RMDQ-24,Baseline,NA,8.32,4.92,NA,NA,NA,NA,NA,NA,117,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
physical,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 20mg,SNRI,20mg,Low,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,RMDQ-24,Baseline,NA,10,4.82,NA,NA,NA,NA,NA,NA,59,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
physical,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,RMDQ-24,Baseline,NA,8.91,4.56,NA,NA,NA,NA,NA,NA,116,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
physical,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,RMDQ-24,Baseline,NA,8.72,4.82,NA,NA,NA,NA,NA,NA,112,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
physical,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,RMDQ-24,Post_int,NA,-1.33,NA,0.43,NA,NA,NA,NA,NA,92,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
physical,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 20mg,SNRI,20mg,Low,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,RMDQ-24,Post_int,NA,-2.29,NA,0.56,NA,NA,NA,NA,NA,52,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
physical,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,RMDQ-24,Post_int,NA,-2.74,NA,0.44,NA,NA,NA,NA,NA,83,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
physical,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,RMDQ-24,Post_int,NA,-2.88,NA,0.45,NA,NA,NA,NA,NA,83,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
qol,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,EQ-5D,Post_int,NA,0.05,NA,0.01,NA,NA,NA,NA,NA,104,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
qol,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 20mg,SNRI,20mg,Low,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,EQ-5D,Post_int,NA,0.04,NA,0.02,NA,NA,NA,NA,NA,54,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
qol,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,EQ-5D,Post_int,NA,0.07,NA,0.01,NA,NA,NA,NA,NA,102,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
qol,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,EQ-5D,Post_int,NA,0.08,NA,0.02,NA,NA,NA,NA,NA,100,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
mood_depression,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Beck Depression Inventory,Baseline,NA,6.15,7.52,NA,NA,NA,NA,NA,NA,117,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
mood_depression,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 20mg,SNRI,20mg,Low,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Beck Depression Inventory,Baseline,NA,6.02,6.33,NA,NA,NA,NA,NA,NA,59,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
mood_depression,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Beck Depression Inventory,Baseline,NA,7.05,7.17,NA,NA,NA,NA,NA,NA,116,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
mood_depression,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Beck Depression Inventory,Baseline,NA,5.2,5,NA,NA,NA,NA,NA,NA,112,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
mood_depression,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Beck Depression Inventory,Post_int,NA,-1.02,NA,0.49,NA,NA,NA,NA,NA,114,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
mood_depression,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 20mg,SNRI,20mg,Low,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Beck Depression Inventory,Post_int,NA,-1.24,NA,0.68,NA,NA,NA,NA,NA,57,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
mood_depression,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Beck Depression Inventory,Post_int,NA,-1.54,NA,0.5,NA,NA,NA,NA,NA,109,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
mood_depression,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Beck Depression Inventory,Post_int,NA,0.37,NA,0.5,NA,NA,NA,NA,NA,108,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pgic_cont,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,PGIC,Post_int,NA,2.93,NA,0.13,NA,NA,NA,NA,NA,114,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pgic_cont,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 20mg,SNRI,20mg,Low,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,PGIC,Post_int,NA,2.72,NA,0.17,NA,NA,NA,NA,NA,57,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pgic_cont,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,PGIC,Post_int,NA,2.44,NA,0.13,NA,NA,NA,NA,NA,108,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pgic_cont,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,PGIC,Post_int,NA,2.66,NA,0.13,NA,NA,NA,NA,NA,107,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pain_mod,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,49,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pain_mod,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 20mg,SNRI,20mg,Low,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,23,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pain_mod,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,59,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pain_mod,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,63,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pain_sub,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,33,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pain_sub,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 20mg,SNRI,20mg,Low,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,12,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pain_sub,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,38,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pain_sub,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,40,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
adverse,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,69,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
adverse,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 20mg,SNRI,20mg,Low,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,39,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
adverse,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,78,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
adverse,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,80,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
serious_adverse,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,3,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
serious_adverse,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 20mg,SNRI,20mg,Low,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,1,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
serious_adverse,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,1,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
serious_adverse,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,3,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
adverse_dropout,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,10,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
adverse_dropout,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 20mg,SNRI,20mg,Low,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,9,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
adverse_dropout,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,17,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
adverse_dropout,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,27,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
withdrawal,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,35,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
